"","road","par17nm","ave"
"569","Church Road","Pontprennau",0.486352857142857
"570","Church Road","Rumney",0.124291481481481
"571","Church Road","Whitchurch",0.296970526315789
"572","Church Terrace","Penylan",0.333305
"573","Churchill Close","Lisvane",0.29839
"574","Churchill Way","Castle",0.0317492079207921
"575","Cilfedw","Radyr and Morganstown",0.24228
"576","Cilgerran Crescent","Llanishen",0.340303103448276
"577","Circle Way East","Llanedeyrn",0.480293846153846
"578","Circle Way West","Llanedeyrn",0.534748362573099
"579","Circle Way West","Penylan",0.408756842105263
"580","City Hall Road","Castle",0.199270303030303
"581","City Road","Roath",0.0107184821428571
"582","Claerwen Drive","Cyncoed",0.278488275862069
"583","Clarbeston Road","Llandaff North",0.1386525
"584","Clare Gardens","Riverside",0.153513
"585","Clare Place","Riverside",0.0297936363636364
"586","Clare Road","Grangetown",0.04547
"587","Clare Road","Riverside",0.035
"588","Clare Street","Riverside",0.131165517241379
"589","Claremont Avenue","Rumney",0.0661436
"590","Claremont Crescent","Rumney",0.11731875
"591","Clarence Embankment","Butetown",0.147821578947368
"592","Clarence Place","Butetown",0.0352138888888889
"593","Clarence Road","Butetown",0.102875454545455
"594","Clarence Road","Grangetown",0.2140784375
"595","Clarendon","Cyncoed",0.158895652173913
"596","Clarendon Road","Penylan",0.158816363636364
"597","Clarke Street","Caerau",0.0574273076923077
"598","Clas Dyfrig","Whitchurch",0.148155
"599","Clas Gabriel","Whitchurch",0.161976666666667
"600","Clas Heulog","Whitchurch",0.0433533333333333
"601","Clas Illtyd","Whitchurch",0.11782
"602","Clas ISan","Whitchurch",0.101048
"603","Clas Odyn","Whitchurch",0.161992857142857
"604","Clas Tŷ'n y Cae","Rhiwbina",0.206753333333333
"605","Clas Tŷ Wern","Heath",0.232010909090909
"606","Clas Teilo","Whitchurch",0.19500375
"607","Clas Yorath","Whitchurch",0.102594
"608","Claude Place","Roath",0.048313125
"609","Claude Road","Roath",0.0719586440677966
"610","Claverton Way","Pontprennau",0.0614153658536585
"611","Clear Water Way","Cyncoed",0.215745277777778
"612","Cleddau Close","Trowbridge",0.166649230769231
"613","Cleeve Drive","Llanishen",0.258892
"614","Clevedon Road","Llanrumney",0.197694339622642
"615","Cliff Place","Canton",0.017706
"616","Clifton Street","Adamsdown",0.00781490566037736
"617","Clipper Road","Butetown",0.00012
"618","Clive Lane","Grangetown",0.116628533333333
"619","Clive Place","Roath",0.0922438461538461
"620","Clive Road","Canton",0.103320563380282
"621","Clive Road","Llandaff",0.31836
"622","Clive Street","Grangetown",0.107166358024691
"623","Clodien Avenue","Gabalfa",0.0494773333333333
"624","Cloister Court","Caerau",0.234156
"625","Clonakilty Way","Pontprennau",0.144000666666667
"626","Clos-y-Cwarra","St. Fagans",0.194933913043478
"627","Clos-Y-Rhiw","Caerau",0.088486
"628","Clos-y-Wern","Rhiwbina",0.106761428571429
"629","Clos Alyn","Pontprennau",0.291587272727273
"630","Clos Avro","Tremorfa",0.0367752941176471
"631","Clos Bryn Melin","Radyr and Morganstown",0.192484
"632","Clos Brynderi","Rhiwbina",0.259160740740741
"633","Clos Cas Bach","Trowbridge",0.0732444444444444
"634","Clos Ceirios","Caerau",0.0824871428571429
"635","Clos Cemmaes","Llandaff North",0.0776475
"636","Clos Chappell","Trowbridge",0.166846363636364
"637","Clos Coed Hir","Whitchurch",0.2204715
"638","Clos Coed y Dafarn","Lisvane",0.2368796875
"639","Clos Cornel","Whitchurch",0.13
"640","Clos Corris","Llandaff North",0.030335
"641","Clos Cromwell","Rhiwbina",0.238476875
"642","Clos Culver","Caerau",0.047644
"643","Clos Cwm Creunant","Pontprennau",0.199983076923077
"644","Clos Cwm Du","Pontprennau",0.307242162162162
"645","Clos Ddyfan","Trowbridge",0.13729
"646","Clos Derwen","Penylan",0.16019875
"647","Clos Dewi Sant","Riverside",0.106751785714286
"648","Clos Dol Heulog","Pontprennau",0.104765882352941
"649","Clos Dyfnaint","Trowbridge",0.05356
"650","Clos Edno","Penylan",0.245718
"651","Clos Eiddiw","Caerau",0.0855658333333333
"652","Clos Elphan","Trowbridge",0.240214375
"653","Clos Fach","Rhiwbina",0.2641375
"654","Clos Gedrych","Canton",0.146366666666667
"655","Clos Glanaber","Trowbridge",0.136246666666667
"656","Clos Glas Llwch","Trowbridge",0.0665666666666667
"657","Clos Gwern y Môr","Trowbridge",0.0581983333333333
"658","Clos Gwlad yr Haf","Trowbridge",0.118908666666667
"659","Clos Gwy","Pontprennau",0.236315714285714
"660","Clos Hafod yr Ynys","Trowbridge",0.114429444444444
"661","Clos Hafren","Trowbridge",0.260436666666667
"662","Clos Halkett","Canton",0.077376875
"663","Clos Hector","Tremorfa",0.0464135294117647
"664","Clos Hendre","Rhiwbina",0.265318947368421
"665","Clos Hendre Gadno","Old St. Mellons",0.2692875
"666","Clos Lindsay","Caerau",0.117018571428571
"667","Clos Llysfaen","Lisvane",0.261665322580645
"668","Clos Mabon","Rhiwbina",0.153078181818182
"669","Clos Maedref","Radyr and Morganstown",0.078075
"670","Clos Maerun","Trowbridge",0.0492416666666667
"671","Clos Maes y Môr","Trowbridge",0.071199
"672","Clos Mair","Penylan",0.10994
"673","Clos Manmoel","Trowbridge",0.117675
"674","Clos Marian","Butetown",0.0946763333333333
"675","Clos Medwy","Trowbridge",0.135433846153846
"676","Clos Meifod","Llandaff North",0.04568
"677","Clos Melin Ddŵr","Lisvane",0.5058825
"678","Clos Nant Coslech","Pontprennau",0.279863076923077
"679","Clos Nant Ddu","Pontprennau",0.166602
"680","Clos Nant Glaswg","Pontprennau",0.189228974358974
"681","Clos Nant Mwlan","Pontprennau",0.162934782608696
"682","Clos Nant Y Cor","Pontprennau",0.1898668
"683","Clos Nant Y Cwm","Pontprennau",0.202604705882353
"684","Clos Nanteos","Pontprennau",0.1176425
"685","Clos Newydd","Whitchurch",0.353243846153846
"686","Clos Padrig","Trowbridge",0.170551578947368
"687","Clos Pant y Cosyn","Trowbridge",0.086095
"688","Clos Parc Morgannwg","Canton",0.112601333333333
"689","Clos Parc Morgannwg","Grangetown",0.143535
"690","Clos Parc Radyr","Radyr and Morganstown",0.159264
"691","Clos Pen y Clawdd","Trowbridge",0.214695555555556
"692","Clos Rhedyn","Caerau",0.061365625
"693","Clos Rhiannon","Thornhill",0.07287125
"694","Clos Synod","Llandaff North",0.047947
"695","Clos Taf","Llandaff",0.617145
"696","Clos Tan y Ffarm","Ely",0.364249545454545
"697","Clos Tecwyn","Penylan",0.08524
"698","Clos Ton Mawr","Rhiwbina",0.257049444444444
"699","Clos Tregare","Trowbridge",0.0833022222222222
"700","Clos Treoda","Whitchurch",0.0382866666666667
"701","Clos Ty Bronna","Fairwater",0.458828333333333
"702","Clos Ty Clyd","Whitchurch",0.1539
"703","Clos Tyla Bach","Trowbridge",0.273714375
"704","Clos Vellacott","Butetown",0.10950375
"705","Clos William","Rhiwbina",0.10721
"706","Clos y Berllan","Trowbridge",0.0289116666666667
"707","Clos y Betws","Trowbridge",0.165637142857143
"708","Clos y Blaidd","Thornhill",0.2063195
"709","Clos y Broch","Thornhill",0.128186666666667
"710","Clos y Bryn","Rhiwbina",0.216911428571429
"711","Clos y Carlwm","Thornhill",0.20032625
"712","Clos y Ceinach","Thornhill",0.27219
"713","Clos y Craig","Rhiwbina",0.193573333333333
"714","Clos y Culfor","Trowbridge",0.165691428571429
"715","Clos y Draenog","Thornhill",0.204081428571429
"716","Clos y Dryw","Thornhill",0.234483636363636
"717","Clos Y Ffynnon","Pontprennau",0.109591785714286
"718","Clos y Frân","Thornhill",0.146529
"719","Clos y Gamlas","Whitchurch",0.112756
"720","Clos y Gelyn","Pentwyn",0.120582916666667
"721","Clos y Gof","St. Fagans",0.1232025
"722","Clos y Gornant","Trowbridge",0.137843
"723","Clos y Gwadd","Thornhill",0.131331428571429
"724","Clos y Gwalch","Thornhill",0.277885555555556
"725","Clos y Gwyddfid","Radyr and Morganstown",0.304472
"726","Clos y Mynydd","Radyr and Morganstown",0.205018571428571
"727","Clos y Wiwer","Thornhill",0.2490825
"728","Clos y yfrgi","Thornhill",0.184141
"729","Clos yr Aer","Rhiwbina",0.123166666666667
"730","Clos yr Alarch","Thornhill",0.18016375
"731","Clos yr Ardd","Rhiwbina",0.0972784615384615
"732","Clos yr Hafod","Rhiwbina",0.242604166666667
"733","Clos yr Hebog","Thornhill",0.175698461538462
"734","Clos yr Onnen","Trowbridge",0.176737894736842
"735","Clos yr Wenallt","Rhiwbina",0.0973315384615385
"736","Clos Ysgallen","Radyr and Morganstown",0.111496428571429
"737","Clos Ystum Taf","Whitchurch",0.18786625
"738","Clovelly Crescent","Llanrumney",0.251571025641026
"739","Clover Grove","Fairwater",0.099954
"740","Clun Terrace","Cathays",0.3604164
"741","Clydach Street","Grangetown",0.0231666666666667
"742","Clyde Street","Adamsdown",0.0596977777777778
"743","Clydesmuir Road","Tremorfa",0.0843413265306122
"744","Clyro Place","Llandaff North",0.28881
"745","Coaster Place","Butetown",0.140342222222222
"746","Coates Place","Llanrumney",0.141812142857143
"747","Cobol Road","Trowbridge",0.339261111111111
"748","Coburn Street","Cathays",0.00704975609756098
"749","Coed-y-Gores","Llanedeyrn",0.186801818181818
"750","Coed Arhyd","Ely",0.14629
"751","Coed Arian","Whitchurch",0.388166666666667
"752","Coed Briwnant","Rhiwbina",0.188521818181818
"753","Coed Ceirios","Rhiwbina",0.403625333333333
"754","Coed Cochwyn Avenue","Llanishen",0.135533768115942
"755","Coed Edeyrn","Llanedeyrn",0.0225927272727273
"756","Coed Glas Road","Llanishen",0.169530909090909
"757","Coed y Llyn","Cyncoed",0.3113825
"758","Coed y Llyn","Radyr and Morganstown",0.13216
"759","Coed y Wenallt","Rhiwbina",0.3969274
"760","Coed Yr Ynn","Rhiwbina",0.1372628125
"761","Coedcae Street","Grangetown",0.0057335
"762","Coeden Dal","Pentwyn",0.0752015277777778
"763","Coedriglan Drive","Ely",0.138842571428571
"764","Cogan Terrace","Cathays",0.29039875
"765","Coity Close","Trowbridge",0.0592433333333333
"766","Colchester Avenue","Penylan",0.140963398058252
"767","Cold Stores Road","Butetown",0.00012
"768","Coldstream Terrace","Riverside",0.0353493333333333
"769","Coleford Drive","Trowbridge",0.258408346456693
"770","Colin Way","Caerau",0.0891377142857143
"771","College Close","Whitchurch",0.173152727272727
"772","College Road","Castle",0.350521176470588
"773","College Road","Llandaff North",0.190784787234043
"774","College Road","Whitchurch",0.252985375
"775","Collivaud Place","Splott",0.285157222222222
"776","Colum Place","Cathays",0.092472
"777","Colum Road","Cathays",0.0609335897435897
"778","Colum Terrace","Cathays",0.0521575
"779","Colwill Road","Llandaff North",0.263911698113208
"780","Colwinstone Close","Llandaff North",0.112072058823529
"781","Colwinstone Street","Llandaff North",0.0990533333333333
"782","Colwyn Road","Rumney",0.177997391304348
"783","Comet Street","Adamsdown",0.0375014814814815
"784","Comfrey Close","Trowbridge",0.0447625
"785","Compass Place","Butetown",0.00012
"786","Compass Road","Butetown",0.00012
"787","Compass Road & Bridge","Butetown",0.00243333333333333
"788","Compton Street","Grangetown",0.00915217391304348
"789","Connaught Road","Roath",0.14859
"790","Constant Close","Grangetown",0.11924
"791","Constellation Street","Adamsdown",0.114195319148936
"792","Conway Road","Pontcanna",0.204739534883721
"793","Conybeare Road","Canton",0.079208125
"794","Conybeare Road","Llandaff",0.02717
"795","Copleston Road","Llandaff North",0.0838459259259259
"796","Copper Street","Adamsdown",0.0052025
"797","Copperfield Drive","Thornhill",0.217579183673469
"798","Copse Walk","Pontprennau",0.224395454545455
"799","Corbett Road","Castle",0.229339705882353
"800","Corbett Road","Cathays",0.23191
"801","Cork Drive","Pontprennau",0.222010322580645
"802","Cormorant Close","Trowbridge",0.079602
"803","Cornelly Close","Llandaff North",0.213155714285714
"804","Cornelly Street","Llandaff North",0.080509375
"805","Cornfield Close","Llanishen",0.0818595238095238
"806","Cornflower Close","Lisvane",0.157638571428571
"807","Cornish Close","Grangetown",0.217614166666667
"808","Cornwall Street","Grangetown",0.0142086666666667
"809","Cornwood Close","Fairwater",0.0719866666666667
"810","Coronation Road","Heath",0.00954185185185185
"811","Corporation Road","Grangetown",0.0918658536585366
"812","Corsham Road","Cyncoed",0.123221538461538
"813","Corvette Court","Butetown",0.308652857142857
"814","Corwen Crescent","Llandaff North",0.178063928571429
"815","Cory Place","Grangetown",0.281032352941176
"816","Coryton Close","Whitchurch",0.072212
"817","Coryton Crescent","Whitchurch",0.106318461538462
"818","Coryton Drive","Whitchurch",0.5028125
"819","Coryton Rise","Whitchurch",0.130667671232877
"820","Cosheston Road","Fairwater",0.133069245283019
"821","Cosmeston Street","Cathays",0.00364666666666667
"822","Cosslett Place","Grangetown",0.03010375
"823","Cotswold Avenue","Lisvane",0.103363636363636
"824","Cottage Close","Thornhill",0.109674
"825","Cottingham Drive","Pontprennau",0.0526452173913043
"826","Cottrell Road","Roath",0.0138436956521739
"827","Cottrell Road","Whitchurch",0.0889784210526316
"828","Countisbury Avenue","Llanrumney",0.0830590769230769
"829","Court Close","Whitchurch",0.104290714285714
"830","Court Road","Grangetown",0.0302139215686275
"831","Court Road","Whitchurch",0.10142064516129
"832","Courtenay Close","Old St. Mellons",0.462356
"833","Courtenay Road","Splott",0.187615517241379
"834","Courtis Road","Ely",0.1185512
"835","Coveny Street","Splott",0.0286469642857143
"836","Cowbridge Road East","Canton",0.0507232807570978
"837","Cowbridge Road East","Castle",0.2341975
"838","Cowbridge Road East","Pontcanna",0.213967777777778
"839","Cowbridge Road East","Riverside",0.0643416564417178
"840","Cowbridge Road West","Caerau",0.13972
"841","Cowbridge Road West","Ely",0.1845475
"842","Cowper Place","Roath",0.246003333333333
"843","Cowslip Close","Pontprennau",0.124036470588235
"844","Craddock Street","Riverside",0.014796301369863
"845","Cragside Close","Trowbridge",0.121898571428571
"846","Craig Castell","Radyr and Morganstown",0.162936923076923
"847","Craig Hir","Radyr and Morganstown",0.0901131578947368
"848","Craig yr Allt","Rhiwbina",0.381053333333333
"849","Craiglee Drive","Butetown",0.205043125
"850","Craigmuir Road","Tremorfa",0.08309
"851","Cranbourne Way","Pontprennau",0.125430925925926
"852","Cranbrook Street","Cathays",0.0871796296296296
"853","Cranleigh Rise","Llanrumney",0.170049
"854","Cranwell Close","Fairwater",0.0981277777777778
"855","Crawford Drive","Pontprennau",0.148075454545455
"856","Crawley Close","Thornhill",0.196904444444444
"857","Crawshay Street","Butetown",0.066075
"858","Crediton Road","Llanrumney",0.0974273684210526
"859","Cressfield Drive","Pontprennau",0.192677142857143
"860","Cresswell Close","Trowbridge",0.09185875
"861","Cressy Road","Penylan",0.0651223529411765
"862","Cresta Grove","St. Fagans",0.263053333333333
"863","Criccieth Road","Rumney",0.183982142857143
"864","Crickhowell Road","Trowbridge",0.307947829457364
"865","Croescadarn Close","Pontprennau",0.170396229508197
"866","Croescadarn Road","Pentwyn",0.12269
"867","Croescadarn Road","Pontprennau",0.42471696969697
"868","Crofta","Lisvane",0.30417
"869","Crofts Street","Roath",0.027317
"870","Cromwell Road","Heath",0.0859335294117647
"871","Cross Place","Gabalfa",0.0671975
"872","Crossways Road","Caerau",0.09735
"873","Crossways Road","Ely",0.119120714285714
"874","Crosswells Way","St. Fagans",0.181399473684211
"875","Crown Way","Cathays",0.383581296296296
"876","Crown Way","Gabalfa",0.296952068965517
"877","Croyde Avenue","Llanrumney",0.0950672093023256
"878","Crumlin Drive","Trowbridge",0.0587698039215686
"879","Crundale Crescent","Llanishen",0.125891964285714
"880","Crwys Place","Roath",0.00754
"881","Crwys Road","Cathays",0.0142422105263158
"882","Crwys Road","Roath",0.0148775
"883","Crystal Avenue","Heath",0.171718333333333
"884","Crystal Glen","Llanishen",0.275550508474576
"885","Crystal Rise","Heath",0.205722857142857
"886","Crystal Wood Road","Heath",0.175493181818182
"887","Cuckoofield Close","Radyr and Morganstown",0.109520714285714
"888","Cumberland Street","Canton",0.0020008
"889","Cumnock Place","Splott",0.0431866666666667
"890","Cumnock Terrace","Splott",0.002835
"891","Cumrae Street","Splott",0.030505
"892","Cunningham Close","Cyncoed",0.296168333333333
"893","Curlew Close","Rhiwbina",0.365918125
"894","Curlew Close","Whitchurch",0.193966666666667
"895","Curll Avenue","Gabalfa",0.04287
"896","Curran Embankment","Butetown",0.0516767647058824
"897","Curran Road","Butetown",0.0555372058823529
"898","Cwm Nofydd","Rhiwbina",0.121451666666667
"899","Cwmcarn Close","Trowbridge",0.010026
"900","Cwmdare Street","Cathays",0.00794592592592593
"901","Cwrt-yr-ala Avenue","Caerau",0.207011666666667
"902","Cwrt-Yr-Ala Road","Caerau",0.221636470588235
"903","Cwrt Bala","Trowbridge",0.1887175
"904","Cwrt Boston","Tremorfa",0.07990875
"905","Cwrt Cefn","Lisvane",0.504196206896552
"906","Cwrt Coles","Tremorfa",0.0368588888888889
"907","Cwrt Pen Y Bryn","Gabalfa",0.05218
"908","Cwrt Pensarn","Trowbridge",0.169831111111111
"909","Cwrt Pentre Bach","Trowbridge",0.0869358333333333
"910","Cwrt Roberts","Caerau",0.299656
"911","Cwrt Tŷ-Mynydd","Radyr and Morganstown",0.13428125
"912","Cwrt y Cadno","St. Fagans",0.477351388888889
"913","Cwrt yr Ardal","Trowbridge",0.14275375
"914","Cyfarthfa Street","Roath",0.00594031746031746
"915","Cymmer Street","Grangetown",0.0764061111111111
"916","Cymric Close","Ely",0.1432835
"917","Cyn-Coed Avenue","Cyncoed",0.403771388888889
"918","Cyn-Coed Crescent","Cyncoed",0.221494
"919","Cyncoed Gardens","Penylan",0.0523447058823529
"920","Cyncoed Place","Cyncoed",0.141250545454545
"921","Cyncoed Rise","Cyncoed",0.257225833333333
"922","Cyncoed Road","Cyncoed",0.242210175438596
"923","Cyncoed Road","Penylan",0.3223521875
"924","Cyntwell Avenue","Caerau",0.153839142857143
"925","Cyntwell Crescent","Caerau",0.0752520338983051
"926","Cyntwell Place","Caerau",0.111342
"927","Cypress Drive","Trowbridge",0.546124604316547
"928","Cyril Crescent","Adamsdown",0.097568
"929","Daisy Street","Canton",0.0685269230769231
"930","Dalcross Street","Roath",0.00780827586206897
"931","Dale Avenue","Heath",0.0603241666666667
"932","Dalmuir Road","Tremorfa",0.231761764705882
"933","Dalton Street","Cathays",0.0219114285714286
"934","Damson Place","Pontprennau",0.4624725
"935","Dan-y-Bryn Avenue","Radyr and Morganstown",0.170723125
"936","Dan-Y-Coed Close","Cyncoed",0.199817777777778
"937","Dan-Y-Coed Rise","Cyncoed",0.355155714285714
"938","Dan-Y-Coed Road","Cyncoed",0.336259433962264
"939","Dan-Yr-Heol","Cyncoed",0.275729117647059
"940","Dan y Bryn Close","Radyr and Morganstown",0.403845882352941
"941","Dan y Graig","Rhiwbina",0.207036885245902
"942","Dan y Mynydd","Rhiwbina",0.38188
"943","Dan y Mynydd","Thornhill",0.340817142857143
"944","Danescourt Way","Llandaff",0.199295955882353
"945","Daniel Street","Cathays",0.0198495
"946","Darby Road","Tremorfa",0.149485882352941
"947","Darran Street","Cathays",0.013149
"948","Dartington Drive","Pontprennau",0.209291886792453
"949","David Street","Castle",0.0291821428571429
"950","Davies Place","Fairwater",0.0449428571428571
"951","Daviot Court","Roath",0.119334
"952","Daviot Street","Roath",0.235147796610169
"953","Davis Street","Adamsdown",0.1147503125
"954","De Bawdrip Road","Tremorfa",0.13208525
"955","De Braose Close","Llandaff",0.236614150943396
"956","De Burgh Place","Riverside",0.0278033333333333
"957","De Burgh Street","Riverside",0.00559297297297297
"958","De Clare Drive","Radyr and Morganstown",0.125783068181818
"959","De Croche Place","Riverside",0.008078
"960","De Havilland Road","Tremorfa",0.207284347826087
"961","Deans Close","Llandaff",0.10347
"962","Deemuir Road","Tremorfa",0.0670256666666667
"963","Deemuir Square","Tremorfa",0.0457242857142857
"964","Deepdale Close","Penylan",0.2609075
"965","Deepdene Close","St. Fagans",0.163015384615385
"966","Deepfield Close","St. Fagans",0.0738766666666667
"967","Deepwood Close","St. Fagans",0.162199166666667
"968","Deere Close","Ely",0.116421818181818
"969","Deere Place","Ely",0.0725767741935484
"970","Deere Road","Ely",0.0887955102040816
"971","Deganwy Close","Llanishen",0.123271
"972","Delta Street","Riverside",0.0317083333333333
"973","Denbigh Street","Pontcanna",0.0766916666666667
"974","Denison Way","St. Fagans",0.131464
"975","Dental Drive","Heath",0.0831830769230769
"976","Denton Road","Canton",0.0287488888888889
"977","Deri Close","Penylan",0.14627
"978","Deri Road","Penylan",0.130144074074074
"979","Dering Road","Pontprennau",0.364361666666667
"980","Derwen Road","Cyncoed",0.3956815
"981","Derwent Close","Thornhill",0.505368333333333
"982","Despenser Gardens","Riverside",0.230988
"983","Despenser Place","Riverside",0.0496946666666667
"984","Despenser Street","Riverside",0.112971714285714
"985","Dessmuir Road","Tremorfa",0.119021428571429
"986","Devon Place","Grangetown",0.00265428571428571
"987","Devon Street","Grangetown",0.000340833333333333
"988","Dew Crescent","Caerau",0.0290551612903226
"989","Diamond Street","Adamsdown",0.0253041463414634
"990","Diana Street","Roath",0.00528977777777778
"991","Dickens Avenue","Llanrumney",0.0948602739726027
"992","Digby Close","Fairwater",0.2323375
"993","Dinas Place","Grangetown",0.02044625
"994","Dinas Street","Grangetown",0.0188783333333333
"995","Doe Close","Penylan",0.100115517241379
"996","Dogfield Street","Cathays",0.00509428571428571
"997","Dogo Street","Pontcanna",0.0974006666666667
"998","Dolgoch Close","Trowbridge",0.0538757894736842
"999","Dolwen Road","Llandaff North",0.143255217391304
"1000","Dombey Close","Thornhill",0.226524666666667
"1001","Dominion Way","Penylan",0.0121486363636364
"1002","Donald Street","Roath",0.00745035087719298
"1003","Dorchester Avenue","Penylan",0.170931044776119
"1004","Dorset Street","Grangetown",0.0085827027027027
"1005","Douglas Close","Llandaff",0.151578888888889
"1006","Dovedale Close","Penylan",0.214482857142857
"1007","Dovey Close","Trowbridge",0.134618888888889
"1008","Dowlais Road","Splott",0.123273571428571
"1009","Dowlands Way","Rumney",0.159947272727273
"1010","Downton Rise","Rumney",0.122338947368421
"1011","Downton Road","Rumney",0.121242444444444
"1012","Doyle Avenue","Fairwater",0.222546301369863
"1013","Drawlings Close","Old St. Mellons",0.18985
"1014","Drope Road","Ely",0.383095
"1015","Dros-y-Morfa","Rumney",0.298632222222222
"1016","Drovers Way","Radyr and Morganstown",0.20566064516129
"1017","Druidstone Road","Old St. Mellons",0.532725426356589
"1018","Drury Close","Thornhill",0.110685555555556
"1019","Drybrook Close","Trowbridge",0.15979375
"1020","Dryburgh Avenue","Heath",0.0813722222222222
"1021","Dryden Close","Llanrumney",0.0920723076923077
"1022","Drysgol Road","Radyr and Morganstown",0.465754109589041
"1023","Dudley Street","Butetown",0.100076
"1024","Duffryn Avenue","Cyncoed",0.249046666666667
"1025","Duffryn Close","Cyncoed",0.396393076923077
"1026","Duffryn Road","Cyncoed",0.339614736842105
"1027","Duke Street","Castle",0.02633
"1028","Dulverton Avenue","Llanrumney",0.0726333333333333
"1029","Dulwich Gardens","Canton",0.331154117647059
"1030","Dumballs Road","Butetown",0.127475597014925
"1031","Dumfries Place","Castle",0.0912503921568627
"1032","Dunbar Close","Pontprennau",0.174906666666667
"1033","Duncan Close","Old St. Mellons",0.193597058823529
"1034","Dungarvan Drive","Pontprennau",0.191690526315789
"1035","Dunkery Close","Llanrumney",0.1179875
"1036","Dunleavy Drive","Grangetown",0.02663125
"1037","Dunraven Road","Canton",0.0282055555555556
"1038","Dunraven Road","Grangetown",0.00501
"1039","Dunsmuir Road","Tremorfa",0.100282916666667
"1040","Dunster Road","Llanrumney",0.117797692307692
"1041","Durham Street","Grangetown",0.0168031578947368
"1042","Durleigh Close","Llanrumney",0.144983
"1043","Durlston Close","Llandaff North",0.0381875
"1044","Duxford Close","Fairwater",0.182022272727273
"1045","Dyfrig Close","Caerau",0.131896842105263
"1046","Dyfrig Road","Caerau",0.0725338596491228
"1047","Dyfrig Street","Pontcanna",0.1819
"1048","Dynevor Road","Penylan",0.332242
"1049","Earl's Court Road","Penylan",0.153347272727273
"1050","Earl Lane","Grangetown",0.0266376470588235
"1051","Earl Street","Grangetown",0.0591133333333333
"1052","Earle Place","Canton",0.0575090909090909
"1053","Earls Court Place","Penylan",0.0796063636363636
"1054","East Bay Close","Butetown",0.234330303030303
"1055","East Grove","Roath",0.261945217391304
"1056","East Moors Road","Butetown",0.0404311428571429
"1057","East Moors Road","Splott",0.101965555555556
"1058","East Rise","Llanishen",0.289490625
"1059","East Tyndall Street","Butetown",0.124003815789474
"1060","East Tyndall Street","Splott",0.117920925925926
"1061","Eastern Business Park","Old St. Mellons",0.0670504761904762
"1062","Eastern Close","Old St. Mellons",0.181538
"1063","Ebwy Court","Caerau",0.12066375
"1064","Eclipse Street","Adamsdown",0.0321703703703704
"1065","Eddystone Close","Grangetown",0.127028125
"1066","Edgehill Avenue","Llanishen",0.298350833333333
"1067","Edington Avenue","Gabalfa",0.039018125
"1068","Edmond's Court","Roath",0.197861666666667
"1069","Edward Clarke Close","Llandaff",0.0816647619047619
"1070","Edward Nicholl Court","Penylan",0.167943571428571
"1071","Egerton Street","Canton",0.0307826086956522
"1072","Egham Street","Canton",0.0660414285714286
"1073","Egremont Road","Penylan",0.196203389830508
"1074","Eider Close","Trowbridge",0.09047
"1075","Elaine Close","Thornhill",0.334538333333333
"1076","Elan Road","Llanishen",0.184751428571429
"1077","Elder Wood Close","Penylan",0.059744
"1078","Elderberry Road","Fairwater",0.05436
"1079","Eleanor Place","Butetown",0.0434940909090909
"1080","Elfed Green","Fairwater",0.113425588235294
"1081","Elford Road","Ely",0.1137392
"1082","Elgar Crescent","Llanrumney",0.158305576923077
"1083","Ellen Street","Butetown",0.102587692307692
"1084","Ellesmere Court","Trowbridge",0.0350275
"1085","Ellwood Close","Trowbridge",0.140583
"1086","Elm Grove Road","Whitchurch",0.1243975
"1087","Elm Street","Roath",0.0759429090909091
"1088","Elmfield Close","Trowbridge",0.133034
"1089","Ely Road","Canton",0.132602790697674
"1090","Ely Road","Fairwater",0.0999005
"1091","Ely Road","Llandaff",0.274978705882353
"1092","Emblem Close","Caerau",0.189683181818182
"1093","Emerald Street","Adamsdown",0.0105674074074074
"1094","Emerson Drive","Caerau",0.14645
"1095","Enbourne Drive","Pontprennau",0.0415522222222222
"1096","Ennerdale Close","Penylan",0.14506
"1097","Epsom Close","Caerau",0.069785
"1098","Epstein Close","Llandaff",0.0414866666666667
"1099","Erw Las","Whitchurch",0.222083658536585
"1100","Erw Wen","Rhiwbina",0.251475833333333
"1101","Eskdale Close","Penylan",0.342295
"1102","Essich Street","Roath",0.01082875
"1103","Ethel Street","Canton",0.0125857142857143
"1104","Eton Court","Heath",0.161190487804878
"1105","Eton Place","Canton",0.0212275
"1106","Eugene Close","Trowbridge",0.0765809090909091
"1107","Eurwg Crescent","Old St. Mellons",0.145908888888889
"1108","Evansfield Road","Llandaff North",0.0552721739130435
"1109","Evenwood Close","Pontprennau",0.1474225
"1110","Everard Way","Cyncoed",0.191894117647059
"1111","Everest Avenue","Llanishen",0.169264831460674
"1112","Everest Walk","Llanishen",0.191241923076923
"1113","Everswell Avenue","Fairwater",0.108417894736842
"1114","Everswell Road","Fairwater",0.0645852777777778
"1115","Ewenny Road","Llanishen",0.214141153846154
"1116","Excalibur Drive","Thornhill",0.330760215053763
"1117","Excelsior Road","Gabalfa",0.151629333333333
"1118","Exford Crescent","Llanrumney",0.059746875
"1119","Eyre Street","Splott",0.0187989285714286
"1120","Faber Way","Grangetown",0.226613333333333
"1121","Fairacre Close","Thornhill",0.28723
"1122","Fairbrook Close","Rhiwbina",0.299526666666667
"1123","Fairfax Road","Heath",0.086119
"1124","Fairfield Avenue","Canton",0.0316828571428571
